,CED,Family1Child,Family2Children,Family3Children,Family4Children,Family5Children,Family6PlusChildren,FamilyChildrenNA,HHInc_Negative,HHInc_Nil,HHInc_1_149,HHInc_150_299,HHInc_300_399,HHInc_400_499,HHInc_500_649,HHInc_650_799,HHInc_800_999,HHInc_1000_1249,HHInc_1250_1499,HHInc_1500_1749,HHInc_1750_1999,HHInc_2000_2499,HHInc_2500_2999,HHInc_3000_3499,HHInc_3500_3999,HHInc_4000_4499,HHInc_4500_4999,HHInc_5000_5999,HHInc_6000_7999,HHInc_8000_Plus,HHInc_Partial,HHInc_All_incomes_not_stated,HHInc_NA,HHTotal,Rent_Nil,Rent_1_74,Rent_75_99,Rent_100_124,Rent_125_149,Rent_150_174,Rent_175_199,Rent_200_224,Rent_225_249,Rent_250_274,Rent_275_299,Rent_300_324,Rent_325_349,Rent_350_374,Rent_375_399,Rent_400_424,Rent_425_449,Rent_450_549,Rent_550_649,Rent_650_749,Rent_750_849,Rent_850_949,Rent_950_Plus,Rent_Not_stated,Rent_Not_applicable,Age_0_4,Age_5_9,Age_10_14,Age_15_19,Age_20_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_64,Age_65_69,Age_70_74,Age_75_79,Age_80_84,Age_85_89,Age_90_94,Age_95_99,Age_100_Plus,NeverMarried,Widowed,Divorced,Separated,Married,MaritalStatusNA,Male,Female,Population,Ed_Postgraduate_Degree,Ed_Graduate_Diploma_and_Graduate_Certificate,Ed_Bachelor_Degree,Ed_Advanced_Diploma_and_Diploma,Ed_Certificate_III_IV,Ed_Secondary_Education_Years_10_and_above,Ed_Certificate_I_II,Ed_Secondary_Education_Years_9_and_below,Ed_Supplementary_Codes,Ed_Not_stated,Ed_Not_applicable,LabourForceStatus_Employed_worked_FT,LabourForceStatus_Employed_worked_PT,LabourForceStatus_Employed_away_from_work,LabourForceStatus_Unemployed_looking_for_FT,LabourForceStatus_Unemployed_looking_for_PT,LabourForceStatus_Not_in_the_labour_force,LabourForceStatus_Not_stated,LabourForceStatus_Not_applicable,State,Enrolment,Turnout,WinningParty,ALP,LP,LNP,NP,GRN,IND,AAPP,ADVP,AEQ,AFN,AJP,ALA,ARF,ARTS,ASP,ASXP,AUC,AUP,BTA,CDP,CEC,CLP,CM,CRNT,CYA,CYC,DHJP,DLP,DRF,FFP,FUT,GLT,HMP,KAP,LDP,MAP,NCP,None,ODR,ON,PIR,PUP,REP,RUA,SAL,SEP,SMK,SOL,SPP,VEP,XEN
30,Newcastle,10175,8865,3060,672,142,56,42242,103,640,372,1438,2139,4334,2696,4146,3855,4611,4239,3476,3271,6168,3962,2623,2038,1003,924,922,620,54,4305,1465,8289,67689,366,329,240,1526,389,777,477,924,584,990,803,1706,1222,2265,1543,1776,714,2558,724,270,136,56,95,597,46620,8993,8826,8124,8806,13563,12286,11172,9887,10027,9820,9736,9645,8373,7095,5440,4045,3154,2409,1263,256,29,51776,7283,12066,3924,51952,25948,75477,77472,152949,6715,2546,21609,11293,21779,37363,128,10492,3987,11089,25948,43037,25734,3778,3017,2669,41206,7560,25948,NSW,113334,99235,ALP,63348,35887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,North Sydney,10780,9733,2853,446,42,11,46902,160,1033,409,762,1040,1898,1484,1957,2331,3129,3149,3029,3095,7399,3850,3235,5974,2484,2894,3285,4224,443,4879,1235,10290,73657,558,127,121,636,119,222,106,210,102,189,124,317,246,480,450,1090,713,5678,5357,3066,1891,1246,2305,680,47628,9984,9335,8073,7633,8850,13421,15840,14353,12742,11258,9899,8916,7920,7457,5422,3848,2820,2186,1258,283,26,49237,5493,10322,2950,66127,27395,77793,83731,161524,19354,4337,43111,12712,7493,27862,35,4234,4409,10582,27395,60435,22441,3560,2085,1782,35849,7977,27395,NSW,107040,92477,LP,33652,58825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Page,9941,8031,3363,1053,227,116,48323,188,557,487,1697,2448,6495,3848,6805,5479,6062,4831,3310,3143,4577,2431,1285,955,396,365,261,215,39,4282,2103,11263,73509,740,191,172,691,470,1024,855,1447,940,1921,1301,1943,860,1143,474,564,175,519,119,63,22,14,47,538,57304,8383,9942,9807,9780,7278,7067,7303,8004,9435,10193,11541,12698,12673,11435,8463,6204,4396,2913,1250,301,41,41941,9014,14681,5194,60152,28125,78412,80695,159107,2457,1984,12734,10141,25934,41020,211,15099,4611,16791,28125,33261,24409,3565,3151,2131,54327,10138,28125,NSW,117263,104612,NP,49895,0,0,54717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Parkes,9257,7486,3663,1287,281,136,44997,268,501,485,1581,2330,5055,2939,5042,4292,4958,4177,3084,3055,5124,2813,1709,1316,549,521,342,344,62,4563,2851,15328,73283,1699,910,585,1349,926,1997,1459,1906,843,1397,726,1203,388,703,275,346,89,250,51,26,19,16,55,926,55144,10763,11140,9507,8725,8584,9602,9116,8370,8970,9700,10518,10915,9515,8750,6945,5433,3681,2384,919,208,25,43056,8486,10325,4703,55807,31393,76382,77388,153770,1722,1369,10069,7738,21953,40359,197,16155,3520,19295,31393,42161,18299,4041,3018,1551,41273,12034,31393,NSW,107363,93547,NP,32646,0,0,60901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Parramatta,15162,11726,3467,1101,293,129,40785,180,1042,444,1380,1774,3022,2148,3437,3562,4736,4619,4194,4029,7699,4441,3003,2391,1163,958,880,649,97,4331,1265,7720,69154,469,325,297,1520,369,738,406,650,317,528,360,972,692,2039,2073,4149,2266,7393,2278,600,195,83,85,876,39460,14783,12013,9199,9260,12775,18762,22290,16860,12478,10502,10169,9291,7906,6304,4638,3699,2655,1716,814,192,18,47547,6290,10368,4069,82052,35998,94403,91921,186324,16197,2427,32519,13286,13294,41920,85,9577,6990,14031,35998,56085,23485,4047,4404,3234,48846,10225,35998,NSW,101538,82022,ALP,47300,34722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Paterson,10465,9413,3767,1101,259,107,39081,106,526,338,1122,1797,4610,2849,5133,4381,5022,4409,3454,3231,5581,3433,1904,1289,678,579,464,264,38,4136,1662,10941,67957,304,141,146,790,295,655,583,864,674,1481,1131,2112,1230,1787,1174,1353,320,847,177,56,14,14,25,452,51339,10345,10827,9795,9481,9059,9417,9503,9105,9865,9836,10039,9995,9518,9515,7504,5212,3426,2079,890,205,16,39684,7592,12574,4767,60048,30967,76426,79206,155632,2092,1331,9668,10259,28687,40499,194,14668,4119,13148,30967,38666,22190,3624,3379,2108,46683,8015,30967,NSW,112541,100068,ALP,60779,39289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Reid,13015,10683,2907,578,105,39,46493,227,1740,527,1030,1280,2404,1824,2858,2994,4141,3861,3489,3375,7261,4443,3336,3867,1835,1915,1976,2001,292,4835,1149,8618,71280,601,120,105,601,168,314,174,333,186,294,162,489,223,530,459,1277,909,7188,5213,3263,1324,582,670,856,45225,10679,8937,7684,8897,15940,20781,19370,14407,12069,11072,10742,9892,8189,6868,5017,3982,3170,2229,1121,273,28,57924,6266,9849,3414,76594,27300,89628,91719,181347,16750,3098,38153,13914,11432,40941,44,8408,6274,15033,27300,59265,26299,4221,2970,2935,48508,9849,27300,NSW,105459,90597,LP,41054,49543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Richmond,9847,8185,2885,755,130,38,47985,131,581,462,1389,2214,5561,3764,5882,4804,5616,4703,3254,3073,4898,2732,1552,1187,583,536,411,376,43,4555,2371,11853,72523,562,91,100,741,222,627,380,772,456,889,724,1503,884,1527,1013,1259,525,2303,956,423,176,87,131,580,55586,7803,8909,8725,8210,6300,6532,7735,8281,9740,10129,10801,12011,11698,11041,8317,6349,4763,3515,1615,400,37,40201,9440,15911,4721,57204,25434,73764,79147,152911,3450,2271,15501,11875,23471,38384,133,10874,4438,17080,25434,31784,26472,3566,2473,1959,49882,11341,25434,NSW,112715,98398,ALP,53092,0,0,45306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Riverina,8996,7528,3977,1312,307,116,42577,166,490,468,1435,2207,5072,3018,5291,4500,5148,4480,3150,3237,5144,2856,1716,1238,466,526,331,397,45,4215,2225,11618,69443,1046,419,336,1159,741,1566,1312,1804,1177,1672,1029,1368,548,640,325,290,96,270,54,26,16,3,32,622,52899,9699,10769,10222,10017,9518,8812,8787,8507,9054,9588,10106,10397,9751,9370,7175,5800,3977,2701,1208,297,35,40840,8602,10440,4489,60722,30697,77165,78625,155790,2233,1526,11608,8672,24210,40996,195,15160,3937,16556,30697,42062,21174,3925,2481,1500,44367,9584,30697,NSW,111026,98920,NP,33201,0,0,65719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Robertson,9754,8972,3220,802,119,62,38162,107,589,386,1046,1750,4456,2887,4308,3832,4394,3913,2930,2977,5375,3323,2182,1805,902,827,644,434,65,4073,1726,11065,65995,390,121,102,699,194,442,304,594,353,645,493,1207,836,1680,1095,1342,592,1965,723,252,103,39,61,407,51360,8067,8665,8371,8381,7495,7373,7635,8090,9368,9623,9935,10060,9119,9019,7524,5497,4127,3004,1404,318,24,36552,8272,12871,4287,56016,25101,69298,73801,143099,3853,2002,15067,11908,22479,36268,115,9857,4531,11918,25101,37349,22236,3298,2318,1850,44139,6808,25101,NSW,108435,95277,LP,46549,48728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Shortland,10129,9312,3321,809,173,58,36595,95,478,336,1031,1771,4745,2699,5057,3855,4600,3966,3017,2940,5252,3440,2169,1566,813,748,591,383,43,3852,1533,6805,61795,317,110,81,738,246,588,378,639,369,656,606,1347,958,1493,854,966,385,1027,309,67,31,9,19,394,49199,8428,9123,8708,8881,8002,7355,8173,7992,9007,9741,9678,9893,9168,9049,7627,5742,4073,2603,1019,214,7,36165,8051,11767,4123,58110,26267,70550,73933,144483,2916,1742,12968,10298,25631,36815,165,13026,4257,10398,26267,36383,22446,3250,2614,1990,45953,5580,26267,NSW,110100,98038,ALP,58761,39277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Sydney,8110,4137,754,95,13,12,86140,355,4106,857,2101,2647,3263,2162,2838,3350,4456,4364,4301,4139,9734,4942,4029,6981,2152,2538,2741,3015,237,5869,2944,19969,104086,863,578,467,2707,528,787,494,807,439,612,775,1367,734,1152,867,1546,924,6883,8603,7411,4774,2591,4392,1669,52128,6806,3950,2952,8308,28281,36269,30142,19015,13337,10888,9590,8332,6811,5806,3805,2646,1787,1009,357,84,4,118325,3526,12805,3736,48080,13707,103704,96475,200179,22925,4189,54600,15754,10519,42192,55,4525,4981,26732,13707,77663,29778,4945,3296,3982,43615,23193,13707,NSW,110302,87900,ALP,57410,30490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Warringah,9089,10076,3424,563,60,17,38366,119,550,268,593,818,1767,1410,1741,2123,2864,2753,2647,2591,5747,3470,2813,4964,2338,2638,2968,3671,381,4783,1082,8952,64053,438,88,104,280,77,132,114,158,96,153,87,226,141,373,386,816,547,3754,3386,2281,1528,1000,2491,449,44951,9152,10023,8834,7517,6985,9620,11741,11897,12337,11424,10029,8597,6987,6655,5455,3826,2717,2147,1073,296,22,42019,5177,10148,2697,59285,28008,71037,76297,147334,12870,3479,34069,12786,10378,26988,37,4064,4336,10319,28008,51275,22850,3350,1484,1429,31293,7645,28008,NSW,102645,86666,LP,0,53346,0,0,33320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Watson,12641,10874,4761,1885,499,251,33009,207,1142,484,1407,1665,3503,2513,4130,4006,4766,4123,3198,2910,5104,3057,2033,1512,864,730,710,489,73,4550,1280,6368,60802,550,154,164,878,249,556,280,562,253,424,390,1465,1299,2785,1443,1970,734,3527,1851,728,239,85,101,757,39337,12541,12105,10563,10891,13062,14817,14681,12651,11351,11042,10895,9623,8028,6516,5109,4255,3245,2239,942,237,14,46012,6865,10194,4478,72048,35210,87616,87191,174807,8181,1658,22158,11837,13404,48070,59,13457,8001,12772,35210,42642,23933,3987,3463,3149,53966,8457,35210,NSW,105422,83236,ALP,56247,26989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Wentworth,8058,7299,2445,408,50,17,48407,140,718,321,666,918,1677,1502,1829,2252,3015,2900,2698,2644,5854,3187,2727,5733,2131,2473,3069,4308,514,5062,1456,13220,71015,620,67,43,285,60,135,84,190,135,207,203,578,382,732,543,937,514,3544,4316,3518,2329,1547,3852,709,45483,8142,7693,6545,5772,7974,14726,16133,13092,11110,10010,8464,7550,6475,6673,5081,3815,2777,2147,1331,392,50,56704,5459,9905,2523,48977,22384,69852,76100,145952,15044,3334,39480,10920,7330,24938,14,3090,3760,15658,22384,54445,21110,3243,1571,1437,28865,12897,22384,NSW,102782,84092,LP,27121,56971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Werriwa,11388,12994,5966,2155,585,260,24012,96,595,369,973,1264,2472,1707,2996,2908,3667,3474,3128,2858,5504,3742,2455,1670,976,758,712,403,91,4022,1218,4864,52936,337,243,198,1045,321,618,352,508,295,406,208,578,441,951,628,1242,598,2787,1094,203,47,15,29,549,39242,12417,13428,13251,13200,12370,11209,12269,12003,12173,11705,11505,10117,7979,6158,4183,3154,1996,1221,469,95,4,44351,5746,9225,4875,67617,39092,84313,86593,170906,4088,993,14956,11302,17863,48918,140,13435,7467,12652,39092,46336,20001,3743,3350,2649,47525,8210,39092,NSW,108557,89361,ALP,52005,37356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Whitlam,10441,9909,3779,1047,225,103,35627,117,535,398,1030,1828,4228,2551,4765,3731,4505,3935,3305,3108,5634,3403,2018,1481,809,699,514,354,53,4066,1503,7042,61632,381,142,125,835,314,682,419,712,388,670,481,1052,642,1281,842,1179,467,1568,544,122,39,16,47,437,48238,9154,10026,9879,10105,8478,8041,8596,8631,9693,9922,10227,10137,9143,9200,7565,5813,4026,2428,1000,201,16,37624,7920,11568,4199,61905,29065,73935,78346,152281,3031,1654,11081,10926,26062,39528,145,13432,4958,12399,29065,38335,22582,3480,2454,1915,47548,6902,29065,NSW,112051,98441,ALP,62730,35711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Aston,10132,10640,3323,746,122,47,27616,92,556,291,679,934,2399,1771,3035,3063,3805,3570,3023,2911,5719,3817,2315,1666,1020,752,646,398,47,3625,1063,4383,51573,253,66,65,316,130,142,139,226,149,271,303,847,913,1485,944,1023,437,1006,193,67,30,12,45,353,42153,7862,7978,7982,8950,9255,8773,9225,9045,9166,9730,9827,9328,8303,7007,4848,3701,2431,1625,758,203,18,35714,5402,8395,3038,59645,23821,66362,69653,136015,5282,2387,18036,11499,18095,36731,69,8632,3634,7829,23821,42539,22921,3143,2072,2000,35166,4353,23821,VIC,96043,85586,LP,35444,50142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Ballarat,9371,9072,3749,1033,201,78,41040,156,608,424,1390,2000,4866,3127,5112,4615,5114,4535,3595,3112,5527,3147,1774,1297,634,560,438,329,41,3919,1734,11084,69125,483,164,190,910,589,911,806,1581,1467,2410,1405,1586,763,742,252,279,89,209,52,35,10,13,45,473,53683,9644,10302,9581,9820,10089,9146,9040,9192,9966,10413,10456,10168,9627,9077,6650,4618,3276,2157,994,230,33,43986,7354,11634,4390,57592,29523,74904,79575,154479,3977,3321,15065,11005,23012,39067,135,12677,3043,13654,29523,39313,25038,4089,2715,2077,43573,8151,29523,VIC,110755,97707,ALP,56002,41705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Batman,10665,9401,2755,570,121,59,45331,146,935,576,1531,1928,3935,2471,4027,3812,4772,4382,3674,3331,6216,3955,2631,2346,1145,1180,1105,799,68,4406,1579,9243,70205,512,215,177,958,337,460,445,790,670,1399,1485,2664,1695,2320,1283,1492,651,2656,1210,512,237,84,213,740,46992,9673,8635,7304,7609,12524,15688,15697,13072,12120,11472,9559,8491,6912,5980,4840,4589,3847,2585,1082,261,28,60486,7411,9484,3503,55473,25611,78428,83540,161968,11602,4899,28930,11410,13143,34533,67,13128,4890,13755,25611,47240,27004,3830,2996,2932,42601,9754,25611,VIC,108935,90101,ALP,45977,0,0,0,44124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Bendigo,9386,8306,3511,928,197,84,41102,122,490,484,1297,1961,4668,3094,5036,4609,5245,4653,3507,3084,5259,3019,1697,1304,561,485,410,337,43,3917,1759,10740,67781,455,170,142,826,413,796,770,1376,1162,2109,1313,1839,711,753,277,308,93,213,58,26,16,8,28,443,53470,9137,9684,9217,9244,9150,8423,8494,8570,9513,9988,10191,10438,9984,9345,6796,5049,3451,2384,1077,248,45,41435,7307,11965,4297,57388,28036,73375,77053,150428,3792,3530,15057,10422,22444,36099,153,12400,3409,15086,28036,36890,24910,4015,2302,1913,43525,8837,28036,VIC,109604,97503,ALP,52398,45105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Bruce,11885,10756,3172,781,194,104,34222,194,1172,565,1131,1479,3537,2282,4114,3865,4659,3897,3204,2850,5114,3173,1956,1508,863,721,674,512,106,4173,1298,6658,59706,412,109,102,502,214,395,277,628,818,1236,1215,1982,1396,1664,1019,912,451,1596,603,166,87,23,145,605,43142,9078,8821,8590,9642,12022,12087,12084,10442,10309,10149,9416,8915,8183,7754,6483,5367,3847,2449,1101,234,34,40740,7438,8615,3416,70313,26485,79050,77957,157007,8762,2369,22700,12302,13444,40460,108,12195,6451,11731,26485,39699,22208,3246,3402,2893,51853,7221,26485,VIC,96742,83012,ALP,44894,38118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Calwell,11283,11852,5253,1890,548,241,26903,184,759,426,1102,1278,3017,2128,3839,3790,4567,3936,3189,2979,5123,3125,1836,1294,675,567,473,324,60,4366,1367,5757,56170,349,96,85,413,180,266,197,383,317,550,894,2558,1547,1591,664,509,131,313,57,52,30,11,87,468,44432,10859,11169,11425,12290,12871,12324,11277,10494,10755,11795,11706,10201,8399,7113,5037,3492,2311,1329,457,87,19,44312,5857,8985,4707,68096,33453,82570,82840,165410,3458,1566,14214,11059,18091,47169,146,17017,6506,12731,33453,40282,22599,3790,3737,2869,50870,7810,33453,VIC,109405,89848,ALP,60978,28870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Casey,9702,9900,3807,968,174,79,31182,113,409,304,811,1146,2935,2171,3407,3429,4193,3932,3347,3160,6022,3778,2025,1363,753,606,466,323,56,3916,1379,6333,56389,297,79,71,237,138,205,138,375,263,442,465,987,727,1095,627,655,211,487,92,30,21,4,27,332,48386,9087,9285,9007,9193,8569,8814,9315,8854,9806,10189,9961,9594,8460,7912,5847,3799,2527,1676,691,162,16,37720,5578,10440,3791,57857,27378,70206,72558,142764,2802,2531,12965,11901,24719,37089,110,9896,3391,9982,27378,42236,24397,3919,1730,1647,35786,5671,27378,VIC,102908,92231,LP,40528,51703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Chisholm,11509,10516,2795,484,77,38,40624,233,2374,748,1425,1608,3368,2496,3558,3456,4408,3810,3034,2964,5796,3745,2565,2339,1331,1238,1229,857,112,4323,1324,7825,66170,563,139,123,677,345,572,390,680,503,493,523,1165,1125,1853,1577,1830,940,3149,1344,570,198,75,210,715,46408,8411,8449,8227,11391,18545,14409,12059,10045,10401,10733,9474,8553,7408,6533,5457,5172,4378,3119,1371,270,27,54807,7348,8425,2709,66055,25088,79930,84502,164432,13468,4132,32598,13305,11042,40501,45,9245,4475,10533,25088,42579,26592,3306,2704,4021,53197,6945,25088,VIC,97424,86720,LP,42283,44437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Corangamite,8841,9554,3863,941,143,47,37732,127,525,455,1038,1419,3658,2660,4051,3840,4847,4279,3422,3350,6131,3739,2185,1581,776,753,605,443,48,4235,1504,20150,75820,565,121,96,431,260,488,435,761,444,931,836,1329,730,1189,788,761,323,807,184,59,33,23,63,429,63744,9632,10315,9820,9220,8917,8159,9119,9343,10436,10142,9750,9937,9724,9211,6832,4747,3461,2436,1228,271,45,38550,7077,9758,3540,64047,29773,74913,77832,152745,4726,3459,19105,12969,22295,35484,80,9994,3222,11638,29773,39819,27365,4215,1762,1797,41098,6916,29773,VIC,110277,98417,LP,46126,52291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Corio,10050,8553,3308,849,184,70,40767,123,652,468,1546,2208,5101,3222,5006,4466,5027,4380,3320,3102,5209,2949,1694,1244,683,556,415,337,33,3789,1995,11870,69397,436,178,186,901,471,749,819,1379,1214,2190,1801,2073,1000,1162,614,502,168,447,129,38,18,8,26,586,52290,8924,8786,8533,9250,9731,9776,9513,8755,9617,9802,9985,9783,9281,8785,6617,5143,3675,2553,1114,266,28,43099,8121,11814,4585,56056,26242,72787,77130,149917,3159,2415,13759,10894,22928,37878,148,14090,3719,14685,26242,37094,23413,3775,2850,2004,46488,8051,26242,VIC,107808,94435,ALP,56656,37779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Deakin,10442,10386,3253,625,145,40,34856,143,762,409,957,1288,3210,2376,3372,3603,4418,3905,3229,3191,5985,4164,2734,2052,1152,971,820,546,55,3615,1218,6073,60260,347,85,98,401,175,278,205,301,286,508,665,1660,1425,1778,1233,1279,573,1417,353,112,44,10,78,464,46497,9231,9161,8356,8406,8448,9315,10856,10640,10812,10194,9203,8323,7539,7232,6109,4806,3769,2719,1287,321,39,37485,7181,9694,3039,62615,26752,70762,76004,146766,8257,4010,24308,12654,15254,33803,76,8848,4147,8657,26752,42670,24197,3204,2137,2191,40398,5217,26752,VIC,99698,90268,LP,40004,50264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Dunkley,10184,9639,3288,751,144,56,37646,128,621,381,1075,1650,4070,2801,4040,4109,4750,4132,3360,3028,5604,3509,2103,1584,889,710,632,412,53,4066,1750,8360,63819,302,122,93,618,254,383,351,775,663,1352,1366,2186,1314,1372,738,701,302,756,249,123,53,30,96,510,49127,8870,9034,8474,8676,8422,8341,8950,9044,10079,10627,9826,9584,8636,8474,6908,5118,3616,2332,1018,309,38,40344,7229,13015,4338,55072,26378,70671,75705,146376,3318,2702,14654,12675,22881,37778,133,9667,3621,12569,26378,40247,23403,3491,2387,1944,41143,7383,26378,VIC,104957,89293,LP,43368,45925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Flinders,9435,9061,3452,833,139,46,41339,176,689,457,1141,1744,4569,3109,4932,4354,5073,4455,3369,3279,5335,3214,1772,1386,727,654,502,454,58,4288,2228,37511,95472,687,86,62,376,173,332,329,723,638,1348,1084,1555,859,1069,545,536,168,661,195,94,50,16,67,445,83391,8290,9410,9001,8649,7501,7062,7540,7941,9745,10569,10403,10783,10828,11243,9059,6481,4447,2958,1236,320,30,36826,8075,13148,4743,64004,26700,75053,78443,153496,2608,2572,12706,12689,26040,39795,129,11838,3943,14476,26700,37855,25358,4071,1954,1585,47403,8570,26700,VIC,115356,101574,LP,42891,58683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
