neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
Waverley,-33.8893414457126,151.272770046245,Entire home/apt,3,9,1.4,138,145
Waverley,-33.8602035632565,151.282407670394,Private room,10,1,0.16,0,43
Waverley,-33.8865631139914,151.274955111428,Private room,3,1,0.39,74,37
Sydney,-33.914779936799,151.207637404244,Private room,5,1,0.18,281,53
Sutherland Shire,-34.0456761611046,151.14415525691,Entire home/apt,1,26,4,352,65
Hurstville,-33.9673504387136,151.106497071795,Entire home/apt,2,19,7.4,56,98
Randwick,-33.9135655495283,151.265892794908,Entire home/apt,3,3,0.92,4,350
Waverley,-33.8944455982657,151.272163687172,Private room,7,0,,0,55
North Sydney,-33.8440492236203,151.212387361327,Entire home/apt,2,12,1.99,0,210
Auburn,-33.8472512417507,151.074016055314,Entire home/apt,2,1,0.17,0,190
Ashfield,-33.895231038152,151.137084624925,Entire home/apt,7,0,,83,251
Auburn,-33.8238511431397,151.077844487456,Entire home/apt,5,3,0.6,157,150
Woollahra,-33.8777971120339,151.257734656063,Entire home/apt,1,0,,0,2000
Canada Bay,-33.833762798672,151.084142493072,Entire home/apt,5,0,,135,161
Waverley,-33.8893559493457,151.267819411856,Entire home/apt,5,0,,56,235
Hurstville,-33.9634472174764,151.09914928332,Private room,1,2,0.34,0,40
Ryde,-33.8184467296127,151.090812838472,Shared room,21,0,,0,25
Sutherland Shire,-34.0445713789572,151.152315967643,Entire home/apt,14,0,,69,500
Waverley,-33.8922254611016,151.261556171817,Entire home/apt,2,8,1.57,37,150
Manly,-33.796450570666,151.284246810693,Shared room,1,1,0.17,0,37
Ryde,-33.7938667161966,151.137166973819,Private room,1,19,2.89,46,32
Ryde,-33.8195870382179,151.097831645364,Entire home/apt,3,3,0.57,157,150
Randwick,-33.9127426692297,151.222555138315,Entire home/apt,7,0,,39,60
Leichhardt,-33.8744699178714,151.16855583638,Entire home/apt,2,17,2.82,0,390
Warringah,-33.7809815787819,151.286842892183,Entire home/apt,1,11,1.75,0,251
Penrith,-33.7619552573123,150.715206731894,Entire home/apt,1,19,3.22,310,100
Sydney,-33.8720612370928,151.196847842211,Entire home/apt,3,2,2,88,300
Ryde,-33.7928973430149,151.077909487255,Private room,1,0,,0,60
Ashfield,-33.8913302796159,151.115535941259,Shared room,5,1,0.43,362,19
Auburn,-33.8225924915013,151.079410874526,Entire home/apt,2,6,0.97,154,130
Sydney,-33.9028694702197,151.18488272971,Entire home/apt,7,1,0.32,19,105
Warringah,-33.7796848336582,151.277584888229,Entire home/apt,5,1,0.21,10,251
Ryde,-33.793322028596,151.136897039565,Private room,1,13,2.23,57,32
Sydney,-33.9006573736106,151.214587054832,Entire home/apt,1,32,5.16,31,155
Botany Bay,-33.9507641335102,151.225946372125,Private room,2,4,0.89,108,44
Ryde,-33.8038589019997,151.103011502892,Private room,1,0,,365,100
Randwick,-33.9168930964909,151.258703489083,Entire home/apt,1,15,2.59,95,172
Sydney,-33.8603918040743,151.207700985752,Private room,1,1,0.37,345,399
Sydney,-33.8595873205992,151.209138472524,Private room,1,1,0.23,292,186
Sydney,-33.8598246005476,151.209431075895,Private room,1,1,0.6,351,309
Sydney,-33.8595018093897,151.207484763554,Private room,1,1,0.25,321,259
Sydney,-33.8603946641049,151.208943992592,Private room,1,0,,330,269
Sydney,-33.8879408591993,151.211061672049,Entire home/apt,1,20,3.33,0,100
City Of Kogarah,-33.9751663749883,151.088829047872,Private room,3,6,1.11,361,33
Randwick,-33.9041917807126,151.249355736941,Private room,6,0,,0,35
Sydney,-33.8951513608924,151.20367980199,Entire home/apt,2,10,2.29,0,150
Auburn,-33.8483939950546,151.072858969608,Entire home/apt,1,53,8.41,0,127
Sydney,-33.8793319346145,151.186799666731,Private room,90,0,,90,65
Sutherland Shire,-34.0444941810938,151.154049310881,Entire home/apt,2,26,4.04,13,136
Strathfield,-33.8680837704526,151.070379133305,Private room,1,22,3.82,65,72
Randwick,-33.920862610578,151.236478500376,Entire home/apt,21,1,0.36,0,84
Mosman,-33.8342491677602,151.245667106468,Entire home/apt,3,8,1.59,140,120
Waverley,-33.8855564281321,151.274928637465,Entire home/apt,3,1,0.26,0,90
Parramatta,-33.8133897700828,150.996954318721,Private room,1,1,0.17,0,64
Holroyd,-33.8183448009007,150.929222694998,Private room,2,1,0.17,89,43
Waverley,-33.8922418239819,151.253386554534,Entire home/apt,2,10,1.66,18,119
Botany Bay,-33.9403519341533,151.207027764014,Entire home/apt,3,0,,46,350
Sydney,-33.8756701032874,151.204683122838,Entire home/apt,1,37,5.9,122,115
North Sydney,-33.8435269000442,151.227980397882,Entire home/apt,2,41,6.51,95,109
Sydney,-33.8767397566601,151.196054621174,Entire home/apt,1,31,4.77,43,174
Sydney,-33.8742163845139,151.194283215391,Entire home/apt,1,22,3.77,107,155
Lane Cove,-33.8311713011643,151.184599524208,Entire home/apt,5,1,0.18,47,269
Randwick,-33.9417403933475,151.236594282654,Private room,3,3,0.5,0,30
Randwick,-33.943844960592,151.250877709879,Entire home/apt,7,1,0.22,100,109
Woollahra,-33.879992945268,151.238951773403,Private room,1,1,0.17,355,75
Sydney,-33.8865135037038,151.210884467812,Private room,1,30,4.81,165,61
Sydney,-33.8762958315382,151.214880763564,Entire home/apt,1,37,5.81,297,350
Rockdale,-33.956074067722,151.147674984861,Private room,1,0,,364,450
Lane Cove,-33.8035379299286,151.146804625488,Private room,1,0,,10,55
Sydney,-33.8817288103516,151.213887993814,Entire home/apt,1,25,4.31,293,199
Sydney,-33.8859343959089,151.180378948519,Private room,3,1,0.46,81,130
Willoughby,-33.7958109122229,151.163324299673,Entire home/apt,2,11,1.76,73,100
Sydney,-33.8786028788851,151.21329743355,Entire home/apt,1,7,1.22,0,120
Sydney,-33.8850899298156,151.20116188583,Entire home/apt,90,0,,87,100
Marrickville,-33.8980862539225,151.170832289372,Private room,14,1,,0,46
Strathfield,-33.8622745507944,151.081349155062,Private room,1,6,1.07,77,68
Sydney,-33.8742687911946,151.217264299751,Entire home/apt,2,5,0.8,0,109
Randwick,-33.91884119229,151.258033038469,Private room,1,1,1,84,90
Hurstville,-33.971131121975,151.076862557558,Private room,2,1,0.2,364,50
Willoughby,-33.8218696239591,151.197214682861,Entire home/apt,19,0,,357,190
Woollahra,-33.8839777512265,151.230374429175,Private room,2,8,2.03,43,90
Sydney,-33.8919630121433,151.206345464333,Private room,1,1,0.16,0,35
Sydney,-33.9079066682803,151.211678384812,Entire home/apt,5,0,,25,161
Sydney,-33.8613499267422,151.203791882455,Private room,1,12,1.88,34,75
Warringah,-33.7289655101657,151.289994943614,Private room,2,10,2.14,0,55
Parramatta,-33.7854938849688,151.043806594275,Private room,2,2,0.32,0,46
Botany Bay,-33.9416128403049,151.205389393439,Private room,2,18,2.89,248,80
Bankstown,-33.9603951598442,151.01192828608,Entire home/apt,1,24,4.11,318,84
Sydney,-33.874753140069,151.223646484438,Entire home/apt,2,3,0.66,18,100
Sydney,-33.8886738407183,151.206405538827,Entire home/apt,1,9,1.45,0,120
Manly,-33.7937333802482,151.285422323938,Entire home/apt,7,0,,0,199
Auburn,-33.8330250604433,151.074475785947,Entire home/apt,3,6,1.16,29,100
Randwick,-33.9426588661055,151.239464027881,Entire home/apt,1,30,4.74,121,199
Sydney,-33.8929120061117,151.190241959787,Private room,1,0,,0,65
Parramatta,-33.8341105409644,151.015009377107,Private room,1,5,0.86,320,62
Sydney,-33.888568340389,151.212199254895,Private room,1,52,8,37,61
Sydney,-33.8757590407431,151.224897535517,Entire home/apt,1,44,6.77,38,80
Sydney,-33.8747706738358,151.196836475229,Entire home/apt,14,1,0.18,0,80
Warringah,-33.7526672047611,151.282357358886,Entire home/apt,10,0,,30,199
Ryde,-33.8015728337125,151.119314417501,Entire home/apt,2,0,,76,80
Sydney,-33.8664819881529,151.225473258139,Entire home/apt,3,12,1.91,322,125
Sydney,-33.9004329342537,151.203410659243,Private room,1,3,0.48,0,65
Woollahra,-33.8705495421787,151.267391903692,Private room,1,0,,189,58
Woollahra,-33.8692689491332,151.269690322844,Private room,1,0,,187,55
Randwick,-33.913302410352,151.255243825519,Entire home/apt,1,1,0.25,47,120
North Sydney,-33.834284044732,151.208072367612,Private room,3,4,0.65,0,60
Waverley,-33.8951246714857,151.268730731239,Private room,2,2,0.43,43,71
Ku-Ring-Gai,-33.7822586403261,151.165748546691,Private room,1,0,,2,53
Leichhardt,-33.8861912480284,151.155708638469,Entire home/apt,1,3,0.49,361,180
Waverley,-33.8902542642771,151.272418889939,Private room,2,0,,0,90
Sydney,-33.8795165744746,151.178079608949,Private room,1,7,1.36,335,50
Sydney,-33.8829136637173,151.184251926577,Entire home/apt,3,27,4.31,269,62
Willoughby,-33.7947635712677,151.189724456116,Private room,1,1,0.19,332,50
Sydney,-33.898673527617,151.213214232899,Private room,2,6,1.12,54,60
Bankstown,-33.919580969193,151.045158329204,Private room,1,1,0.21,0,29
Penrith,-33.7582049950061,150.757786457073,Entire home/apt,1,1,0.17,0,84
Sydney,-33.8921662111226,151.181962393593,Private room,1,6,0.94,40,96
Randwick,-33.9396885535029,151.229717591425,Entire home/apt,4,1,0.17,0,60
Sydney,-33.8731525381727,151.224083569409,Private room,6,2,0.32,6,264
Manly,-33.7962631540311,151.283828601718,Entire home/apt,2,4,0.67,14,161
Randwick,-33.9161667797191,151.238450815079,Entire home/apt,5,7,1.27,167,60
Manly,-33.7946387055484,151.284905578087,Entire home/apt,2,26,4.13,21,180
Canterbury,-33.9105680613471,151.127551839617,Entire home/apt,5,1,0.45,340,190
Botany Bay,-33.9216090382931,151.190316809536,Private room,7,0,,0,71
Auburn,-33.8231169231998,151.079497384769,Entire home/apt,2,3,0.5,334,119
Auburn,-33.8232263035522,151.078459035838,Entire home/apt,2,9,1.75,334,119
Sydney,-33.8843337035134,151.181081596484,Entire home/apt,6,6,0.96,6,64
Waverley,-33.9018300129699,151.258342066939,Entire home/apt,7,2,0.32,73,140
Ryde,-33.8199444241691,151.094377738259,Entire home/apt,1,13,2.17,100,140
Waverley,-33.8660696518349,151.281987004615,Private room,1,0,,62,150
Manly,-33.7957469738077,151.281631821973,Entire home/apt,2,13,2.55,10,161
Randwick,-33.9189001911757,151.251547584866,Private room,3,1,0.2,220,50
Lane Cove,-33.8213698698682,151.149859618101,Private room,2,5,0.8,7,80
Ryde,-33.8221172259348,151.094299087684,Private room,1,9,1.54,0,57
Burwood,-33.8749033349507,151.108736456791,Private room,1,1,0.17,0,55
Sydney,-33.8886868146019,151.208237900038,Private room,1,27,4.5,158,84
Ashfield,-33.890196052898,151.113820702277,Private room,5,1,0.45,355,60
Randwick,-33.9193872024786,151.257884054683,Shared room,2,0,,166,42
Auburn,-33.8264661290815,151.078409791227,Entire home/apt,1,2,0.66,5,140
Sydney,-33.879036515386,151.179195815322,Entire home/apt,3,4,0.68,73,150
Rockdale,-33.9390196184857,151.143472023998,Entire home/apt,1,2,1.46,212,270
Sydney,-33.8782276586074,151.212532806574,Entire home/apt,1,38,6.91,111,89
Rockdale,-33.952213607094,151.136582582155,Private room,3,0,,309,44
Botany Bay,-33.9205270267941,151.184817301381,Entire home/apt,2,1,0.63,82,156
Marrickville,-33.8933561769869,151.151221600036,Private room,14,0,,251,46
Warringah,-33.7527298701484,151.285277240373,Private room,61,0,,90,60
North Sydney,-33.8518975332231,151.218099684706,Entire home/apt,1,25,4.41,119,60
Waverley,-33.8921519505864,151.260561630707,Private room,3,1,0.17,0,55
Strathfield,-33.8845130073166,151.071314703811,Private room,1,2,0.35,35,80
Rockdale,-33.9325827001046,151.151647930696,Entire home/apt,2,1,0.56,28,109
Sydney,-33.9021910516724,151.193394897162,Entire home/apt,1,16,3.31,17,220
Waverley,-33.8879922451686,151.262692993782,Entire home/apt,3,1,0.22,0,89
Randwick,-33.9402037946237,151.234862271153,Private room,2,0,,0,43
Sydney,-33.8697112544875,151.224388422043,Entire home/apt,2,1,0.27,0,100
Marrickville,-33.9075088564321,151.176096895135,Private room,4,4,0.65,46,90
Holroyd,-33.8247327784394,150.995236641875,Private room,5,1,0.16,0,42
Rockdale,-33.9392616149096,151.143361706712,Entire home/apt,1,4,1.08,204,289
Waverley,-33.8928249864957,151.252137153372,Private room,7,0,,0,60
Sydney,-33.88255552625,151.19759949535,Shared room,3,1,0.28,0,29
North Sydney,-33.8393479080222,151.21223871502,Entire home/apt,3,0,,295,169
Waverley,-33.8912459031284,151.283478846888,Private room,5,5,0.97,0,48
Woollahra,-33.8851479889787,151.265390474191,Private room,30,0,,88,58
Marrickville,-33.915471290786,151.152034460505,Private room,1,0,,0,55
Canada Bay,-33.8547284607594,151.157948152707,Private room,2,0,,0,60
Sydney,-33.8577832370598,151.201221427207,Entire home/apt,2,6,0.96,8,375
Sydney,-33.8595668431648,151.202191525137,Entire home/apt,1,17,4.81,52,280
Willoughby,-33.7946368033075,151.18080871274,Entire home/apt,7,0,,76,150
Waverley,-33.8604362225841,151.281748271964,Private room,2,1,0.16,143,60
Woollahra,-33.8827008870687,151.221964505956,Entire home/apt,1,1,0.16,0,220
Sydney,-33.8915164710804,151.229509079599,Private room,3,13,2.32,30,75
Sydney,-33.9056676118878,151.184987470346,Private room,14,0,,0,44
Randwick,-33.9170955435254,151.258533680073,Private room,1,2,0.36,0,100
Canterbury,-33.8971629091053,151.108781117965,Private room,5,1,0.3,20,35
Randwick,-33.9157004636648,151.243153783709,Entire home/apt,10,0,,0,100
Rockdale,-33.9641206913781,151.137246144686,Private room,14,0,,20,25
Willoughby,-33.7925343766761,151.18008669606,Private room,1,5,0.86,0,40
Waverley,-33.8901676542932,151.280596338343,Entire home/apt,2,3,1.3,19,120
Woollahra,-33.8754895944522,151.241576730715,Private room,2,2,0.33,52,55
Mosman,-33.8218413995766,151.250233100574,Entire home/apt,5,0,,292,550
Randwick,-33.9186897283409,151.254706323401,Private room,2,0,,0,48
Leichhardt,-33.8741898883399,151.172116845057,Private room,1,34,5.6,174,71
Canada Bay,-33.856130298868,151.130899797027,Entire home/apt,14,0,,0,140
Parramatta,-33.8206960455063,151.007344687046,Entire home/apt,1,14,2.44,214,140
Auburn,-33.8503043370113,151.04846503368,Private room,1,7,1.09,57,40
Auburn,-33.8252879335618,151.078530057922,Private room,1,7,1.2,6,60
Sydney,-33.8933478678468,151.187807433836,Entire home/apt,3,0,,250,174
Waverley,-33.9013653781799,151.266009165608,Entire home/apt,5,1,0.16,0,140
Sydney,-33.8805983353437,151.198925596818,Entire home/apt,2,2,0.35,0,251
Randwick,-33.9503710718782,151.245076251561,Private room,1,3,0.49,0,46
Sydney,-33.8828332431914,151.178231278388,Private room,1,9,1.47,28,50
Parramatta,-33.7970112729128,151.015307118957,Private room,1,2,0.4,129,60
Willoughby,-33.8204216654563,151.195486048216,Entire home/apt,2,12,2.07,0,80
Leichhardt,-33.8820767084533,151.174849888232,Private room,1,2,0.41,0,84
Parramatta,-33.8126486042351,151.04482733967,Private room,1,5,2.34,351,62
Ryde,-33.7950119614094,151.132026454154,Private room,1,3,0.51,211,33
Hunters Hill,-33.833689562606,151.144915820725,Private room,1,27,4.29,313,46
Waverley,-33.8763581406008,151.272628646203,Private room,1,0,,0,136
Sydney,-33.8743972151886,151.193745358138,Entire home/apt,1,35,5.68,58,199
Waverley,-33.8901148619244,151.262956142204,Private room,1,0,,0,55
Botany Bay,-33.9442979174633,151.223835425973,Private room,2,1,0.16,0,60
Sydney,-33.8693971166671,151.198195178905,Entire home/apt,1,13,2.1,45,208
Lane Cove,-33.8251054618445,151.19725562274,Entire home/apt,7,1,0.18,79,138
Mosman,-33.8347464743709,151.236833678764,Entire home/apt,10,1,0.21,0,120
Waverley,-33.8881780558744,151.277963439717,Private room,3,1,0.16,1,83
Ryde,-33.7793295224356,151.113695416915,Entire home/apt,2,11,2.12,69,138
Hornsby,-33.7177853384981,151.087873332183,Entire home/apt,1,1,0.2,0,50
Leichhardt,-33.8602329887069,151.176642126298,Private room,1,3,0.48,0,65
Marrickville,-33.890754345956,151.173579216073,Private room,4,3,0.48,6,71
Sydney,-33.883851683298,151.207734314446,Entire home/apt,2,28,4.8,120,199
Woollahra,-33.8801340247203,151.236114516045,Entire home/apt,3,3,0.59,34,251
Camden,-34.0573920093701,150.693881689558,Entire home/apt,2,7,1.91,326,251
Sydney,-33.8747800970403,151.225405856937,Entire home/apt,3,9,1.48,96,130
Sydney,-33.8747915685148,151.2094063891,Entire home/apt,1,20,3.23,0,150
Canada Bay,-33.8394884525169,151.108332991523,Entire home/apt,3,0,,65,170
Sydney,-33.8920131356951,151.215556823343,Entire home/apt,3,1,0.17,10,120
Marrickville,-33.9138513560321,151.145089720432,Entire home/apt,7,14,2.63,60,100
Woollahra,-33.8782569910801,151.243265045362,Entire home/apt,1,0,,0,295
Warringah,-33.7745666816549,151.278352690102,Entire home/apt,3,0,,55,109
Mosman,-33.8253996045589,151.23517530919,Entire home/apt,7,0,,13,1191
Botany Bay,-33.9215974312869,151.189025008162,Entire home/apt,10,1,0.21,11,100
Sydney,-33.8828206981477,151.19617855973,Private room,1,1,0.73,350,179
Sydney,-33.8833233651881,151.195709975676,Private room,1,0,,356,540
Sydney,-33.8818697391127,151.196719853963,Private room,1,0,,348,259
Sydney,-33.8828216517731,151.196674202561,Private room,1,0,,343,280
Sydney,-33.8829761250775,151.194977918074,Private room,1,0,,341,890
Leichhardt,-33.886987131183,151.146695143429,Entire home/apt,3,6,1.12,70,140
North Sydney,-33.8468153512315,151.203590925386,Entire home/apt,2,24,4.53,206,174
Hornsby,-33.7105982763825,151.106259122676,Entire home/apt,2,18,3.51,6,100
Waverley,-33.8850465718025,151.281770781391,Entire home/apt,2,13,2.41,28,233
Manly,-33.7973525346152,151.283075540018,Entire home/apt,2,21,4.09,5,115
Rockdale,-33.9401975063939,151.130237904209,Shared room,2,0,,86,199
Randwick,-33.946901592602,151.256002852264,Entire home/apt,1,1,0.16,0,220
Waverley,-33.888862426216,151.271550201864,Private room,6,2,0.33,15,46
Ku-Ring-Gai,-33.7352888472653,151.167560622509,Private room,1,0,,179,109
Mosman,-33.8239820162954,151.239905471192,Entire home/apt,7,0,,124,251
North Sydney,-33.8310529347826,151.199682484555,Private room,2,3,0.74,173,115
Marrickville,-33.8983943862714,151.175488978422,Entire home/apt,1,3,1.27,358,278
Marrickville,-33.8994087889281,151.176721317643,Entire home/apt,1,10,1.59,337,238
Manly,-33.7928656994328,151.28347160044,Private room,1,0,,0,40
Marrickville,-33.8981158017877,151.176764487282,Entire home/apt,1,6,1,353,257
Marrickville,-33.8995661650061,151.176602185,Entire home/apt,1,0,,358,307
Marrickville,-33.8980658253592,151.177080913857,Entire home/apt,1,0,,357,307
Woollahra,-33.8665628455505,151.274298693743,Entire home/apt,4,0,,0,806
Manly,-33.8028720505323,151.289078407845,Entire home/apt,10,1,0.36,16,174
Sydney,-33.9005087585778,151.189703593968,Entire home/apt,1,4,0.91,8,251
Sydney,-33.9105568399579,151.204697327673,Private room,13,0,,0,42
Sydney,-33.8797484300826,151.206705798134,Entire home/apt,1,3,0.72,324,174
Sydney,-33.8796593031049,151.208973722611,Entire home/apt,1,1,0.37,242,210
Sydney,-33.8899160158562,151.211615062627,Entire home/apt,2,0,,0,109
Randwick,-33.918394844426,151.218102860276,Shared room,1,5,0.8,0,39
Leichhardt,-33.8871394336923,151.145382829283,Entire home/apt,5,2,0.36,27,161
Marrickville,-33.8874343358417,151.17571208643,Private room,1,1,0.18,357,120
Sydney,-33.9097604563079,151.21127339658,Private room,15,0,,89,71
Woollahra,-33.8877249034508,151.262583497483,Entire home/apt,2,7,1.57,9,161
Sydney,-33.8782549256285,151.208458852165,Private room,1,2,1.07,347,150
Leichhardt,-33.8867439205055,151.156563506123,Private room,2,7,1.16,131,65
Randwick,-33.9496917551126,151.24271646921,Entire home/apt,7,1,0.17,0,251
Leichhardt,-33.8864703065254,151.168631595418,Private room,4,0,,0,75
Hornsby,-33.7754399611102,151.086639107641,Entire home/apt,2,1,0.18,0,100
Sutherland Shire,-34.0505166727515,151.153695890284,Private room,3,0,,40,130
Ryde,-33.8074652563241,151.110037173493,Entire home/apt,1,3,0.71,62,145
Ku-Ring-Gai,-33.7401790260777,151.136948872324,Shared room,1,9,1.57,329,80
Randwick,-33.9193213408972,151.253679127551,Private room,7,0,,309,60
Ku-Ring-Gai,-33.7388584363023,151.144510211448,Entire home/apt,1,7,1.17,0,71
North Sydney,-33.8262028471995,151.226394642988,Private room,2,2,0.95,210,69
Willoughby,-33.8193107397507,151.19337622692,Private room,1,3,1.17,82,69
Warringah,-33.7554309467165,151.294010037253,Entire home/apt,1,7,1.2,0,69
Ryde,-33.7812611861818,151.114633663645,Entire home/apt,2,4,0.76,0,129
Waverley,-33.8905653801701,151.251222049314,Entire home/apt,1,0,,52,251
Mosman,-33.8421912950967,151.247220449036,Entire home/apt,7,0,,21,2000
Ashfield,-33.8848345390782,151.12731364226,Private room,1,0,,0,50
Manly,-33.7960566691495,151.287014132573,Entire home/apt,1,9,6.59,45,150
Fairfield,-33.8624562301464,150.978371426089,Entire home/apt,1,1,0.2,0,35
Sydney,-33.8946724753298,151.201232390078,Private room,1,13,2.15,0,71
Holroyd,-33.7874007202682,150.948946860297,Entire home/apt,2,20,3.21,107,150
Sydney,-33.8747975500287,151.226294611829,Entire home/apt,3,4,0.68,270,100
Sydney,-33.8869923503647,151.212117760845,Entire home/apt,1,28,6.27,37,90
Sydney,-33.8945869809723,151.203453835893,Entire home/apt,15,1,0.22,0,136
Randwick,-33.9144384609375,151.251095880024,Entire home/apt,2,3,0.6,0,350
The Hills Shire,-33.7095835113476,150.952310105169,Private room,2,0,,0,50
Pittwater,-33.60288109965,151.326053323849,Entire home/apt,2,0,,172,599
Ryde,-33.7895712874151,151.126370185903,Private room,5,0,,67,78
Canterbury,-33.9108695425309,151.115937225803,Private room,1,13,2.13,76,53
Pittwater,-33.5973101064106,151.324586163423,Entire home/apt,5,1,1,86,800
Sydney,-33.8742303756529,151.225321957576,Entire home/apt,2,9,1.58,84,170
Sydney,-33.8840457506194,151.213263055385,Private room,1,13,2.07,142,61
Sydney,-33.8804656343645,151.213395749984,Private room,5,0,,0,71
Bankstown,-33.9419944350297,151.024834493467,Private room,1,1,0.31,266,32
Ku-Ring-Gai,-33.7798839684928,151.197788693137,Entire home/apt,2,11,1.94,152,130
Waverley,-33.8866911513133,151.280668849431,Private room,1,0,,0,71
Sydney,-33.9124874008186,151.20904015936,Entire home/apt,2,14,2.41,316,180
Rockdale,-33.9334391596712,151.148994469959,Entire home/apt,1,4,0.69,37,224
Waverley,-33.8866163844561,151.282986867637,Entire home/apt,2,7,1.25,10,180
Sydney,-33.8698730434187,151.205524153891,Entire home/apt,2,1,0.17,8,109
Sydney,-33.9131579383713,151.205811388859,Entire home/apt,1,9,1.45,221,170
Mosman,-33.8199908491275,151.244430976527,Private room,2,4,0.67,0,35
Sydney,-33.9085859238959,151.211757924409,Private room,14,0,,365,90
Marrickville,-33.8943463674706,151.143684635558,Private room,5,1,0.58,40,50
Randwick,-33.9120943550811,151.215013435998,Private room,1,0,,79,161
Woollahra,-33.8695038934131,151.270552959452,Entire home/apt,4,0,,0,399
Marrickville,-33.9188127764351,151.16704216498,Private room,1,1,0.16,0,66
Waverley,-33.8918609874413,151.27245025077,Entire home/apt,2,0,,3,251
Warringah,-33.7297880564893,151.289589382306,Entire home/apt,5,0,,19,190
Woollahra,-33.8854896068005,151.265538445453,Entire home/apt,14,0,,0,82
Sydney,-33.8773719232608,151.204725440769,Entire home/apt,1,14,2.49,109,109
Sydney,-33.8717391151586,151.203581748235,Entire home/apt,1,18,2.92,69,137
Randwick,-33.9219805064489,151.240693505923,Private room,2,5,1.72,9,50
Sydney,-33.8711279877792,151.221146484714,Private room,2,8,1.4,0,65
Fairfield,-33.8744246961036,150.897780103777,Shared room,90,0,,174,19
North Sydney,-33.8374536810318,151.219726072404,Private room,1,0,,89,120
Warringah,-33.7405441097581,151.29973256659,Private room,1,2,0.88,0,60
Sydney,-33.8826873524817,151.212712613707,Entire home/apt,3,4,0.73,34,329
Woollahra,-33.8832215122791,151.264472832396,Entire home/apt,7,0,,330,700
Sydney,-33.9001595613332,151.1859480307,Entire home/apt,2,5,3.57,143,180
Marrickville,-33.9047879462238,151.137346476339,Entire home/apt,2,0,,338,120
Woollahra,-33.8759738222414,151.259650392244,Private room,2,5,1.07,338,120
Sydney,-33.8774521491014,151.206941742828,Private room,10,2,0.36,83,100
Hurstville,-33.9625621754526,151.098482545593,Entire home/apt,1,2,0.45,0,120
Waverley,-33.8904372723749,151.273097777281,Entire home/apt,3,4,0.67,35,87
Randwick,-33.9090755847698,151.244839754539,Entire home/apt,7,1,0.16,13,165
Leichhardt,-33.8874154596214,151.166981548268,Private room,5,2,0.42,344,58
Sydney,-33.8747480583485,151.1936469333,Entire home/apt,1,23,3.81,0,266
Sydney,-33.8777489296699,151.21094567843,Private room,5,0,,0,228
Waverley,-33.891253096843,151.259468210315,Entire home/apt,3,3,1.14,4,105
Hornsby,-33.7704314505949,151.073396857028,Private room,5,3,0.56,1,28
Canada Bay,-33.857176074152,151.155748283004,Entire home/apt,3,8,1.79,344,651
Waverley,-33.8839545852412,151.270930444911,Private room,7,0,,0,46
Ashfield,-33.8895905360435,151.125950532623,Entire home/apt,3,3,0.63,28,109
Marrickville,-33.906253986063,151.171207568921,Private room,2,2,0.38,3,55
Sydney,-33.8977563990864,151.209551757812,Entire home/apt,3,4,0.66,0,230
Randwick,-33.9132416709883,151.250608967759,Entire home/apt,1,10,1.99,0,109
Warringah,-33.7839381336358,151.268963243388,Entire home/apt,5,2,0.39,0,127
Waverley,-33.8903708457859,151.260345027725,Private room,7,0,,0,46
North Sydney,-33.8516348833069,151.219123704647,Private room,7,0,,0,120
Sydney,-33.8870424537749,151.20857996975,Entire home/apt,3,2,0.72,11,125
Manly,-33.7937700957179,151.284515968238,Entire home/apt,3,2,0.9,137,299
Auburn,-33.8227945281043,151.078398545537,Private room,2,1,0.2,0,100
Marrickville,-33.9111304869832,151.138772880766,Entire home/apt,1,14,2.25,210,150
Sydney,-33.8942656580587,151.201641228649,Entire home/apt,3,10,1.73,83,300
Randwick,-33.921221461857,151.236362909691,Entire home/apt,1,0,,60,100
Sydney,-33.8859167584972,151.214457265574,Entire home/apt,7,1,0.2,155,100
Sydney,-33.8764326143579,151.218867476871,Entire home/apt,4,0,,0,275
Randwick,-33.9220870273915,151.234713600458,Private room,2,0,,0,199
Burwood,-33.8767400039022,151.103062361592,Entire home/apt,1,10,1.67,59,174
Pittwater,-33.6290365241126,151.332546988009,Entire home/apt,1,13,10.83,50,96
Waverley,-33.8795930219973,151.277302526749,Entire home/apt,4,0,,54,120
Pittwater,-33.6478655876045,151.315440964214,Entire home/apt,2,1,1,0,350
Ryde,-33.8219785977574,151.094608971183,Private room,1,11,1.88,0,57
Warringah,-33.7545630592458,151.289544946432,Entire home/apt,1,1,0.18,0,150
Sydney,-33.9064908320117,151.208634012825,Private room,20,0,,0,75
Willoughby,-33.7958899767458,151.195825898877,Entire home/apt,5,0,,342,155
Sydney,-33.9063790915277,151.191243793408,Entire home/apt,3,5,0.86,31,190
Manly,-33.7974653446519,151.278010486804,Entire home/apt,3,1,0.18,207,98
Botany Bay,-33.9466271059875,151.224873703678,Entire home/apt,3,0,,0,150
North Sydney,-33.8254813542541,151.207928343797,Entire home/apt,3,3,0.69,71,170
Rockdale,-33.9284979315801,151.150166169849,Private room,7,3,0.51,0,50
Botany Bay,-33.9243628784169,151.188289735839,Private room,1,0,,0,75
Waverley,-33.8847268895377,151.270548103998,Entire home/apt,3,2,0.45,9,100
Randwick,-33.9258851163916,151.259008301275,Private room,4,1,0.77,169,50
